"fdc_id","data_type","description","food_category_id","publication_date"
"2710236","survey_fndds_food","Ranch dressing, fat free","8012","2022-10-28"
"2710237","survey_fndds_food","Salad dressing, fat free, NFS","8012","2022-10-28"
"2710238","survey_fndds_food","Thousand Island dressing, fat free","8012","2022-10-28"
"2710239","survey_fndds_food","Bacon, for use with vegetables","9999","2022-10-28"
"2710240","survey_fndds_food","Ham, for use with vegetables","9999","2022-10-28"
"2710241","survey_fndds_food","Beef, for use with vegetables","9999","2022-10-28"
"2710242","survey_fndds_food","Chicken, for use with vegetables","9999","2022-10-28"
"2710243","survey_fndds_food","Cream sauce, for use with vegetables","9999","2022-10-28"
"2710244","survey_fndds_food","Cheese sauce, for use with vegetables","9999","2022-10-28"
"2710245","survey_fndds_food","Gravy, for use with vegetables","9999","2022-10-28"
"2710246","survey_fndds_food","Soy based sauce, for use with vegetables","9999","2022-10-28"
"2710247","survey_fndds_food","Tomato sauce, for use with vegetables","9999","2022-10-28"
"2710248","survey_fndds_food","Avocado, for use on a sandwich","6489","2022-10-28"
"2710249","survey_fndds_food","Cucumber, for use on a sandwich","6489","2022-10-28"
"2710250","survey_fndds_food","Lettuce, for use on a sandwich","6489","2022-10-28"
"2710251","survey_fndds_food","Mushrooms, for use on a sandwich","6489","2022-10-28"
"2710252","survey_fndds_food","Onions, for use on a sandwich","6489","2022-10-28"
"2710253","survey_fndds_food","Pepper, for use on a sandwich","6489","2022-10-28"
"2710254","survey_fndds_food","Spinach, for use on a sandwich","6489","2022-10-28"
"2710255","survey_fndds_food","Tomatoes, for use on a sandwich","6489","2022-10-28"
"2710256","survey_fndds_food","Bacon, for use on a sandwich","9999","2022-10-28"
"2710257","survey_fndds_food","Sugar, NFS","8802","2022-10-28"
"2710258","survey_fndds_food","Sugar, white, granulated or lump","8802","2022-10-28"
"2710259","survey_fndds_food","Sugar, white, confectioner's, powdered","8802","2022-10-28"
"2710260","survey_fndds_food","Sugar, brown","8802","2022-10-28"
"2710261","survey_fndds_food","Sugar, cinnamon","8802","2022-10-28"
"2710262","survey_fndds_food","Sugar substitute and sugar blend","8804","2022-10-28"
"2710263","survey_fndds_food","Sugar substitute, sucralose, powder","8804","2022-10-28"
"2710264","survey_fndds_food","Sugar substitute, stevia, powder","8804","2022-10-28"
"2710265","survey_fndds_food","Sugar substitute, stevia, liquid","8804","2022-10-28"
"2710266","survey_fndds_food","Sugar substitute, monk fruit, powder","8804","2022-10-28"
"2710267","survey_fndds_food","Sugar substitute, powder, NFS","8804","2022-10-28"
"2710268","survey_fndds_food","Sugar substitute, liquid, NFS","8804","2022-10-28"
"2710269","survey_fndds_food","Sugar substitute, saccharin, powder","8804","2022-10-28"
"2710270","survey_fndds_food","Sugar substitute, saccharin, liquid","8804","2022-10-28"
"2710271","survey_fndds_food","Sugar substitute, aspartame, powder","8804","2022-10-28"
"2710272","survey_fndds_food","Syrup, NFS","8806","2022-10-28"
"2710273","survey_fndds_food","Pancake syrup","8806","2022-10-28"
"2710274","survey_fndds_food","Corn syrup","8806","2022-10-28"
"2710275","survey_fndds_food","Blueberry syrup","8806","2022-10-28"
"2710276","survey_fndds_food","Chocolate syrup","8806","2022-10-28"
"2710277","survey_fndds_food","Chocolate syrup, light","8806","2022-10-28"
"2710278","survey_fndds_food","Simple syrup","8806","2022-10-28"
"2710279","survey_fndds_food","Strawberry drink syrup","8806","2022-10-28"
"2710280","survey_fndds_food","Pancake syrup, light","8806","2022-10-28"
"2710281","survey_fndds_food","Honey","8802","2022-10-28"
"2710282","survey_fndds_food","Agave liquid sweetener","8802","2022-10-28"
"2710283","survey_fndds_food","Molasses","8802","2022-10-28"
"2710284","survey_fndds_food","Topping, butterscotch or caramel","8806","2022-10-28"
"2710285","survey_fndds_food","Topping, chocolate","8806","2022-10-28"
"2710286","survey_fndds_food","Topping, fruit","8806","2022-10-28"
"2710287","survey_fndds_food","Topping, marshmallow","8806","2022-10-28"
"2710288","survey_fndds_food","Topping, nuts and syrup","8806","2022-10-28"
"2710289","survey_fndds_food","Chocolate hazelnut spread","8806","2022-10-28"
"2710290","survey_fndds_food","Icing, chocolate","8806","2022-10-28"
"2710291","survey_fndds_food","Icing, white","8806","2022-10-28"
"2710292","survey_fndds_food","Caramel dip, regular","8806","2022-10-28"
"2710293","survey_fndds_food","Caramel dip, light","8806","2022-10-28"
"2710294","survey_fndds_food","Chocolate dip","8806","2022-10-28"
"2710295","survey_fndds_food","Dessert dip","8806","2022-10-28"
"2710296","survey_fndds_food","Sweet and sour sauce","8406","2022-10-28"
"2710297","survey_fndds_food","Dessert sauce","8806","2022-10-28"
"2710298","survey_fndds_food","Duck sauce","8406","2022-10-28"
"2710299","survey_fndds_food","Jam or jelly, NFS","8806","2022-10-28"
"2710300","survey_fndds_food","Jelly","8806","2022-10-28"
"2710301","survey_fndds_food","Jam","8806","2022-10-28"
"2710302","survey_fndds_food","Fruit butter","8806","2022-10-28"
"2710303","survey_fndds_food","Marmalade","8806","2022-10-28"
"2710304","survey_fndds_food","Jam or jelly, sugar free","8806","2022-10-28"
"2710305","survey_fndds_food","Jam or jelly, reduced sugar","8806","2022-10-28"
"2710306","survey_fndds_food","Jam or jelly, fruit juice sweetened","8806","2022-10-28"
"2710307","survey_fndds_food","Guava paste","8806","2022-10-28"
"2710308","survey_fndds_food","Sweet potato paste","8806","2022-10-28"
"2710309","survey_fndds_food","Bean paste, sweetened","8806","2022-10-28"
"2710310","survey_fndds_food","Gelatin dessert","5806","2022-10-28"
"2710311","survey_fndds_food","Gelatin dessert with fruit","5806","2022-10-28"
"2710312","survey_fndds_food","Gelatin salad with vegetables","5806","2022-10-28"
"2710313","survey_fndds_food","Gelatin dessert, sugar free","5806","2022-10-28"
"2710314","survey_fndds_food","Gelatin dessert, sugar free, with fruit","5806","2022-10-28"
"2710315","survey_fndds_food","Yokan","5806","2022-10-28"
"2710316","survey_fndds_food","Haupia","5804","2022-10-28"
"2710317","survey_fndds_food","Italian Ice","5806","2022-10-28"
"2710318","survey_fndds_food","Italian Ice, no sugar added","5806","2022-10-28"
"2710319","survey_fndds_food","Popsicle, NFS","5806","2022-10-28"
"2710320","survey_fndds_food","Popsicle","5806","2022-10-28"
"2710321","survey_fndds_food","Popsicle, no sugar added","5806","2022-10-28"
"2710322","survey_fndds_food","Freezer pop","5806","2022-10-28"
"2710323","survey_fndds_food","Snow cone","5806","2022-10-28"
"2710324","survey_fndds_food","Snow cone, no sugar added","5806","2022-10-28"
"2710325","survey_fndds_food","Candy, NFS","5704","2022-10-28"
"2710326","survey_fndds_food","Almonds, chocolate covered candy","5702","2022-10-28"
"2710327","survey_fndds_food","Chocolate candy, other, NFS","5702","2022-10-28"
"2710328","survey_fndds_food","Chocolate candy","5702","2022-10-28"
"2710329","survey_fndds_food","Chocolate candy with nuts, other, NFS","5702","2022-10-28"
"2710330","survey_fndds_food","Chocolate candy with nuts","5702","2022-10-28"
"2710331","survey_fndds_food","Chocolate candy with cereal","5702","2022-10-28"
"2710332","survey_fndds_food","Chocolate candy, cookie filled","5702","2022-10-28"
"2710333","survey_fndds_food","Chocolate chips","5702","2022-10-28"
"2710334","survey_fndds_food","Candy, sprinkles","5704","2022-10-28"
"2710335","survey_fndds_food","Dark chocolate candy, other, NFS","5702","2022-10-28"
"2710336","survey_fndds_food","Dark chocolate candy","5702","2022-10-28"
"2710337","survey_fndds_food","Dark chocolate candy with nuts, other, NFS","5702","2022-10-28"
"2710338","survey_fndds_food","Dark chocolate candy with nuts","5702","2022-10-28"
"2710339","survey_fndds_food","White chocolate candy","5704","2022-10-28"
"2710340","survey_fndds_food","Chocolate candy, fudge","5702","2022-10-28"
"2710341","survey_fndds_food","Chocolate candy, caramel filled","5702","2022-10-28"
"2710342","survey_fndds_food","Chocolate candy, caramel filled with nuts","5702","2022-10-28"
"2710343","survey_fndds_food","Chocolate candy, coconut filled","5702","2022-10-28"
"2710344","survey_fndds_food","Chocolate candy, cream filled","5702","2022-10-28"
"2710345","survey_fndds_food","Chocolate candy, nougat filled","5702","2022-10-28"
"2710346","survey_fndds_food","Chocolate candy, nougat filled with nuts","5702","2022-10-28"
"2710347","survey_fndds_food","Chocolate candy, peanut butter filled","5702","2022-10-28"
"2710348","survey_fndds_food","Chocolate candy with dried fruit","5702","2022-10-28"
"2710349","survey_fndds_food","Chocolate candy, sugar free","5702","2022-10-28"
"2710350","survey_fndds_food","Candy, non chocolate, other, NFS","5704","2022-10-28"
"2710351","survey_fndds_food","Ladoo, round ball","5704","2022-10-28"
"2710352","survey_fndds_food","Candy, licorice","5704","2022-10-28"
"2710353","survey_fndds_food","Candy, marshmallow","5704","2022-10-28"
"2710354","survey_fndds_food","Candy, caramel","5704","2022-10-28"
"2710355","survey_fndds_food","Candy, nougat with nuts","5704","2022-10-28"
"2710356","survey_fndds_food","Peanuts, chocolate covered candy","5702","2022-10-28"
"2710357","survey_fndds_food","Candy, peanut brittle","5704","2022-10-28"
"2710358","survey_fndds_food","Candy, mint","5704","2022-10-28"
"2710359","survey_fndds_food","Candy, gummy","5704","2022-10-28"
"2710360","survey_fndds_food","Candy, hard","5704","2022-10-28"
"2710361","survey_fndds_food","Candy, lollipop","5704","2022-10-28"
"2710362","survey_fndds_food","Cough drops","5704","2022-10-28"
"2710363","survey_fndds_food","Candy, cotton","5704","2022-10-28"
"2710364","survey_fndds_food","Candy, fruit flavored pieces","5704","2022-10-28"
"2710365","survey_fndds_food","Chocolate candy, candy shell","5702","2022-10-28"
"2710366","survey_fndds_food","Chocolate candy, candy shell with nuts","5702","2022-10-28"
"2710367","survey_fndds_food","Candy, fruit snacks","5704","2022-10-28"
"2710368","survey_fndds_food","Candy, fruit leather","5704","2022-10-28"
"2710369","survey_fndds_food","Candy, taffy","5704","2022-10-28"
"2710370","survey_fndds_food","Candy, non chocolate, sugar free","5704","2022-10-28"
"2710371","survey_fndds_food","Chewing gum","5704","2022-10-28"
"2710372","survey_fndds_food","Chewing gum, sugar free","5704","2022-10-28"
"2710373","survey_fndds_food","Coffee, NS as to type","7302","2022-10-28"
"2710374","survey_fndds_food","Coffee, NS as to brewed or instant","7302","2022-10-28"
"2710375","survey_fndds_food","Coffee, brewed","7302","2022-10-28"
"2710376","survey_fndds_food","Coffee, brewed, blend of regular and decaffeinated","7302","2022-10-28"
"2710377","survey_fndds_food","Coffee, Turkish","7302","2022-10-28"
"2710378","survey_fndds_food","Coffee, espresso","7302","2022-10-28"
"2710379","survey_fndds_food","Coffee, espresso, decaffeinated","7302","2022-10-28"
"2710380","survey_fndds_food","Coffee, brewed, flavored","7302","2022-10-28"
"2710381","survey_fndds_food","Coffee, Cuban","7302","2022-10-28"
"2710382","survey_fndds_food","Coffee, macchiato","7302","2022-10-28"
"2710383","survey_fndds_food","Coffee, macchiato, sweetened","7302","2022-10-28"
"2710384","survey_fndds_food","Coffee, cafe con leche","7302","2022-10-28"
"2710385","survey_fndds_food","Coffee, cafe con leche, decaffeinated","7302","2022-10-28"
"2710386","survey_fndds_food","Coffee, Latte","7302","2022-10-28"
"2710387","survey_fndds_food","Coffee, Latte, nonfat","7302","2022-10-28"
"2710388","survey_fndds_food","Coffee, Latte, with non-dairy milk","7302","2022-10-28"
"2710389","survey_fndds_food","Coffee, Latte, flavored","7302","2022-10-28"
"2710390","survey_fndds_food","Coffee, Latte, nonfat, flavored","7302","2022-10-28"
"2710391","survey_fndds_food","Coffee, Latte, with non-dairy milk, flavored","7302","2022-10-28"
"2710392","survey_fndds_food","Coffee, Latte, decaffeinated","7302","2022-10-28"
"2710393","survey_fndds_food","Coffee, Latte, decaffeinated, nonfat","7302","2022-10-28"
"2710394","survey_fndds_food","Coffee, Latte, decaffeinated, with non-dairy milk","7302","2022-10-28"
"2710395","survey_fndds_food","Coffee, Latte, decaffeinated, flavored","7302","2022-10-28"
"2710396","survey_fndds_food","Coffee, Latte, decaffeinated, nonfat, flavored","7302","2022-10-28"
"2710397","survey_fndds_food","Coffee, Latte, decaffeinated, with non-dairy milk, flavored","7302","2022-10-28"
"2710398","survey_fndds_food","Frozen coffee drink","7302","2022-10-28"
"2710399","survey_fndds_food","Frozen coffee drink, nonfat","7302","2022-10-28"
"2710400","survey_fndds_food","Frozen coffee drink, with non-dairy milk","7302","2022-10-28"
"2710401","survey_fndds_food","Frozen coffee drink, with whipped cream","7302","2022-10-28"
"2710402","survey_fndds_food","Frozen coffee drink, nonfat, with whipped cream","7302","2022-10-28"
"2710403","survey_fndds_food","Frozen coffee drink, with non-dairy milk and whipped cream","7302","2022-10-28"
"2710404","survey_fndds_food","Frozen coffee drink, decaffeinated","7302","2022-10-28"
"2710405","survey_fndds_food","Frozen coffee drink, decaffeinated, nonfat","7302","2022-10-28"
"2710406","survey_fndds_food","Frozen coffee drink, decaffeinated, with non-dairy milk","7302","2022-10-28"
"2710407","survey_fndds_food","Frozen coffee drink, decaffeinated, with whipped cream","7302","2022-10-28"
"2710408","survey_fndds_food","Frozen coffee drink, decaffeinated, nonfat, with whipped cream","7302","2022-10-28"
"2710409","survey_fndds_food","Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream","7302","2022-10-28"
"2710410","survey_fndds_food","Coffee, Cafe Mocha","7302","2022-10-28"
"2710411","survey_fndds_food","Coffee, Cafe Mocha, nonfat","7302","2022-10-28"
"2710412","survey_fndds_food","Coffee, Cafe Mocha, with non-dairy milk","7302","2022-10-28"
"2710413","survey_fndds_food","Coffee, Cafe Mocha, decaffeinated","7302","2022-10-28"
"2710414","survey_fndds_food","Coffee, Cafe Mocha, decaffeinated, nonfat","7302","2022-10-28"
"2710415","survey_fndds_food","Coffee, Cafe Mocha, decaffeinated, with non-dairy milk","7302","2022-10-28"
"2710416","survey_fndds_food","Frozen mocha coffee drink","7302","2022-10-28"
"2710417","survey_fndds_food","Frozen mocha coffee drink, nonfat","7302","2022-10-28"
"2710418","survey_fndds_food","Frozen mocha coffee drink, with non-dairy milk","7302","2022-10-28"
"2710419","survey_fndds_food","Frozen mocha coffee drink, with whipped cream","7302","2022-10-28"
"2710420","survey_fndds_food","Frozen mocha coffee drink, nonfat, with whipped cream","7302","2022-10-28"
"2710421","survey_fndds_food","Frozen mocha coffee drink, with non-dairy milk and whipped cream","7302","2022-10-28"
"2710422","survey_fndds_food","Frozen mocha coffee drink, decaffeinated","7302","2022-10-28"
"2710423","survey_fndds_food","Frozen mocha coffee drink, decaffeinated, nonfat","7302","2022-10-28"
"2710424","survey_fndds_food","Frozen mocha coffee drink, decaffeinated, with non-dairy milk","7302","2022-10-28"
"2710425","survey_fndds_food","Frozen mocha coffee drink, decaffeinated, with whipped cream","7302","2022-10-28"
"2710426","survey_fndds_food","Frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream","7302","2022-10-28"
"2710427","survey_fndds_food","Frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream","7302","2022-10-28"
"2710428","survey_fndds_food","Iced Coffee, brewed","7302","2022-10-28"
"2710429","survey_fndds_food","Iced Coffee, brewed, decaffeinated","7302","2022-10-28"
"2710430","survey_fndds_food","Iced Coffee, pre-lightened and pre-sweetened","7302","2022-10-28"
"2710431","survey_fndds_food","Coffee, Iced Latte","7302","2022-10-28"
"2710432","survey_fndds_food","Coffee, Iced Latte, nonfat","7302","2022-10-28"
"2710433","survey_fndds_food","Coffee, Iced Latte, with non-dairy milk","7302","2022-10-28"
"2710434","survey_fndds_food","Coffee, Iced Latte, flavored","7302","2022-10-28"
"2710435","survey_fndds_food","Coffee, Iced Latte, nonfat, flavored","7302","2022-10-28"
"2710436","survey_fndds_food","Coffee, Iced Latte, with non-dairy milk, flavored","7302","2022-10-28"
"2710437","survey_fndds_food","Coffee, Iced Latte, decaffeinated","7302","2022-10-28"
"2710438","survey_fndds_food","Coffee, Iced Latte, decaffeinated, nonfat","7302","2022-10-28"
"2710439","survey_fndds_food","Coffee, Iced Latte, decaffeinated, with non-dairy milk","7302","2022-10-28"
"2710440","survey_fndds_food","Coffee, Iced Latte, decaffeinated, flavored","7302","2022-10-28"
"2710441","survey_fndds_food","Coffee, Iced Latte, decaffeinated, nonfat, flavored","7302","2022-10-28"
"2710442","survey_fndds_food","Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored","7302","2022-10-28"
"2710443","survey_fndds_food","Coffee, Iced Cafe Mocha","7302","2022-10-28"
"2710444","survey_fndds_food","Coffee, Iced Cafe Mocha, nonfat","7302","2022-10-28"
"2710445","survey_fndds_food","Coffee, Iced Cafe Mocha, with non-dairy milk","7302","2022-10-28"
"2710446","survey_fndds_food","Coffee, Iced Cafe Mocha, decaffeinated","7302","2022-10-28"
"2710447","survey_fndds_food","Coffee, Iced Cafe Mocha, decaffeinated, nonfat","7302","2022-10-28"
"2710448","survey_fndds_food","Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk","7302","2022-10-28"
"2710449","survey_fndds_food","Coffee, instant, reconstituted","7302","2022-10-28"
"2710450","survey_fndds_food","Coffee, instant, 50% less caffeine, reconstituted","7302","2022-10-28"
"2710451","survey_fndds_food","Coffee, NS as to brewed or instant, decaffeinated","7302","2022-10-28"
"2710452","survey_fndds_food","Coffee, brewed, decaffeinated","7302","2022-10-28"
"2710453","survey_fndds_food","Coffee, instant, decaffeinated, reconstituted","7302","2022-10-28"
"2710454","survey_fndds_food","Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted","7302","2022-10-28"
"2710455","survey_fndds_food","Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted","7302","2022-10-28"
"2710456","survey_fndds_food","Coffee, instant, pre-sweetened with sugar, reconstituted","7302","2022-10-28"
"2710457","survey_fndds_food","Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted","7302","2022-10-28"
"2710458","survey_fndds_food","Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted","7302","2022-10-28"
"2710459","survey_fndds_food","Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted","7302","2022-10-28"
"2710460","survey_fndds_food","Coffee, pre-lightened and pre-sweetened with sugar","7302","2022-10-28"
"2710461","survey_fndds_food","Coffee, decaffeinated, pre-lightened and pre-sweetened with sugar","7302","2022-10-28"
"2710462","survey_fndds_food","Coffee, pre-lightened and pre-sweetened with low calorie sweetener","7302","2022-10-28"
"2710463","survey_fndds_food","Coffee, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener","7302","2022-10-28"
"2710464","survey_fndds_food","Coffee, pre-lightened","7302","2022-10-28"
"2710465","survey_fndds_food","Coffee, decaffeinated, pre-lightened","7302","2022-10-28"
"2710466","survey_fndds_food","Coffee, pre-sweetened with sugar","7302","2022-10-28"
"2710467","survey_fndds_food","Coffee, decaffeinated, pre-sweetened with sugar","7302","2022-10-28"
"2710468","survey_fndds_food","Coffee, pre-sweetened with low calorie sweetener","7302","2022-10-28"
"2710469","survey_fndds_food","Coffee, decaffeinated, pre-sweetened with low calorie sweetener","7302","2022-10-28"
"2710470","survey_fndds_food","Coffee and chicory, brewed","7302","2022-10-28"
"2710471","survey_fndds_food","Coffee and chicory, brewed, decaffeinated","7302","2022-10-28"
"2710472","survey_fndds_food","Coffee, Cappuccino","7302","2022-10-28"
"2710473","survey_fndds_food","Coffee, Cappuccino, nonfat","7302","2022-10-28"
"2710474","survey_fndds_food","Coffee, Cappuccino, with non-dairy milk","7302","2022-10-28"
"2710475","survey_fndds_food","Coffee, Cappuccino, decaffeinated","7302","2022-10-28"
"2710476","survey_fndds_food","Coffee, Cappuccino, decaffeinated, nonfat","7302","2022-10-28"
"2710477","survey_fndds_food","Coffee, Cappuccino, decaffeinated, with non-dairy milk","7302","2022-10-28"
"2710478","survey_fndds_food","Coffee, bottled/canned","7302","2022-10-28"
"2710479","survey_fndds_food","Coffee, bottled/canned, light","7302","2022-10-28"
"2710480","survey_fndds_food","Coffee, instant, not reconstituted","9999","2022-10-28"
"2710481","survey_fndds_food","Coffee, instant, decaffeinated, not reconstituted","9999","2022-10-28"
"2710482","survey_fndds_food","Coffee, instant, pre-sweetened with sugar, not reconstituted","9999","2022-10-28"
"2710483","survey_fndds_food","Coffee, instant, pre-lightened and pre-sweetened with sugar, not reconstituted","9999","2022-10-28"
"2710484","survey_fndds_food","Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, not reconstituted","9999","2022-10-28"
"2710485","survey_fndds_food","Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted","9999","2022-10-28"
"2710486","survey_fndds_food","Coffee substitute","7302","2022-10-28"
"2710487","survey_fndds_food","Chicory beverage","7302","2022-10-28"
"2710488","survey_fndds_food","Tea, hot, leaf, black","7304","2022-10-28"
"2710489","survey_fndds_food","Tea, hot, leaf, black, decaffeinated","7304","2022-10-28"
"2710490","survey_fndds_food","Tea, hot, leaf, green","7304","2022-10-28"
"2710491","survey_fndds_food","Tea, hot, leaf, green, decaffeinated","7304","2022-10-28"
"2710492","survey_fndds_food","Tea, hot, leaf, oolong","7304","2022-10-28"
"2710493","survey_fndds_food","Tea, iced, instant, black, unsweetened","7304","2022-10-28"
"2710494","survey_fndds_food","Tea, iced, instant, black, pre-sweetened with sugar","7304","2022-10-28"
"2710495","survey_fndds_food","Tea, iced, instant, black, decaffeinated, pre-sweetened with sugar","7304","2022-10-28"
"2710496","survey_fndds_food","Tea, iced, instant, black, pre-sweetened with low calorie sweetener","7304","2022-10-28"
"2710497","survey_fndds_food","Tea, iced, instant, black, decaffeinated, pre-sweetened with low calorie sweetener","7304","2022-10-28"
"2710498","survey_fndds_food","Tea, iced, instant, black, decaffeinated, unsweetened","7304","2022-10-28"
"2710499","survey_fndds_food","Tea, iced, instant, green, unsweetened","7304","2022-10-28"
"2710500","survey_fndds_food","Tea, iced, instant, green, pre-sweetened with sugar","7304","2022-10-28"
"2710501","survey_fndds_food","Tea, iced, instant, green, pre-sweetened with low calorie sweetener","7304","2022-10-28"
"2710502","survey_fndds_food","Tea, hot, herbal","7304","2022-10-28"
"2710503","survey_fndds_food","Tea, hot, hibiscus","7304","2022-10-28"
"2710504","survey_fndds_food","Corn beverage","7220","2022-10-28"
"2710505","survey_fndds_food","Tea, hot, chamomile","7304","2022-10-28"
"2710506","survey_fndds_food","Tea, hot, with milk","7304","2022-10-28"
"2710507","survey_fndds_food","Tea, ginger","7304","2022-10-28"
"2710508","survey_fndds_food","Tea, bubble","7304","2022-10-28"
"2710509","survey_fndds_food","Tea, kombucha","7304","2022-10-28"
"2710510","survey_fndds_food","Tea, iced, instant, black, unsweetened, dry","9999","2022-10-28"
"2710511","survey_fndds_food","Tea, iced, instant, black, pre-sweetened, dry","9999","2022-10-28"
"2710512","survey_fndds_food","Iced Tea / Lemonade juice drink","7304","2022-10-28"
"2710513","survey_fndds_food","Iced Tea / Lemonade juice drink, light","7304","2022-10-28"
"2710514","survey_fndds_food","Iced Tea / Lemonade juice drink, diet","7304","2022-10-28"
"2710515","survey_fndds_food","Tea, iced, brewed, black, pre-sweetened with sugar","7304","2022-10-28"
"2710516","survey_fndds_food","Tea, iced, brewed, black, pre-sweetened with low calorie sweetener","7304","2022-10-28"
"2710517","survey_fndds_food","Tea, iced, brewed, black, unsweetened","7304","2022-10-28"
"2710518","survey_fndds_food","Tea, iced, brewed, black, decaffeinated, pre-sweetened with sugar","7304","2022-10-28"
"2710519","survey_fndds_food","Tea, iced, brewed, black, decaffeinated, pre-sweetened with low calorie sweetener","7304","2022-10-28"
"2710520","survey_fndds_food","Tea, iced, brewed, black, decaffeinated, unsweetened","7304","2022-10-28"
"2710521","survey_fndds_food","Tea, iced, brewed, green, pre-sweetened with sugar","7304","2022-10-28"
"2710522","survey_fndds_food","Tea, iced, brewed, green, pre-sweetened with low calorie sweetener","7304","2022-10-28"
"2710523","survey_fndds_food","Tea, iced, brewed, green, unsweetened","7304","2022-10-28"
"2710524","survey_fndds_food","Tea, iced, brewed, green, decaffeinated, pre-sweetened with sugar","7304","2022-10-28"
"2710525","survey_fndds_food","Tea, iced, brewed, green, decaffeinated, pre-sweetened with low calorie sweetener","7304","2022-10-28"
"2710526","survey_fndds_food","Tea, iced, brewed, green, decaffeinated, unsweetened","7304","2022-10-28"
"2710527","survey_fndds_food","Tea, iced, bottled, black","7304","2022-10-28"
"2710528","survey_fndds_food","Tea, iced, bottled, black, decaffeinated","7304","2022-10-28"
"2710529","survey_fndds_food","Tea, iced, bottled, black, diet","7304","2022-10-28"
"2710530","survey_fndds_food","Tea, iced, bottled, black, decaffeinated, diet","7304","2022-10-28"
"2710531","survey_fndds_food","Tea, iced, bottled, black, unsweetened","7304","2022-10-28"
"2710532","survey_fndds_food","Tea, iced, bottled, black, decaffeinated, unsweetened","7304","2022-10-28"
"2710533","survey_fndds_food","Tea, iced, bottled, green","7304","2022-10-28"
"2710534","survey_fndds_food","Tea, iced, bottled, green, diet","7304","2022-10-28"
"2710535","survey_fndds_food","Tea, iced, bottled, green, unsweetened","7304","2022-10-28"
"2710536","survey_fndds_food","Soft drink, NFS","7202","2022-10-28"
"2710537","survey_fndds_food","Soft drink, NFS, diet","7102","2022-10-28"
"2710538","survey_fndds_food","Water, tonic","7802","2022-10-28"
"2710539","survey_fndds_food","Water, carbonated, plain","7802","2022-10-28"
"2710540","survey_fndds_food","Water, carbonated, flavored","7802","2022-10-28"
"2710541","survey_fndds_food","Soft drink, cola","7202","2022-10-28"
"2710542","survey_fndds_food","Soft drink, cola, diet","7102","2022-10-28"
"2710543","survey_fndds_food","Soft drink, cola, decaffeinated","7202","2022-10-28"
"2710544","survey_fndds_food","Soft drink, cola, decaffeinated, diet","7102","2022-10-28"
"2710545","survey_fndds_food","Soft drink, pepper type","7202","2022-10-28"
"2710546","survey_fndds_food","Soft drink, pepper type, diet","7102","2022-10-28"
"2710547","survey_fndds_food","Soft drink, pepper type, decaffeinated","7202","2022-10-28"
"2710548","survey_fndds_food","Soft drink, pepper type, decaffeinated, diet","7102","2022-10-28"
"2710549","survey_fndds_food","Soft drink, cream soda","7202","2022-10-28"
"2710550","survey_fndds_food","Soft drink, cream soda, diet","7102","2022-10-28"
"2710551","survey_fndds_food","Soft drink, fruit flavored, caffeine free","7202","2022-10-28"
"2710552","survey_fndds_food","Soft drink, fruit flavored, diet, caffeine free","7102","2022-10-28"
"2710553","survey_fndds_food","Soft drink, fruit flavored, caffeine containing","7202","2022-10-28"
"2710554","survey_fndds_food","Soft drink, fruit flavored, caffeine containing, diet","7102","2022-10-28"
"2710555","survey_fndds_food","Soft drink, ginger ale","7202","2022-10-28"
"2710556","survey_fndds_food","Soft drink, ginger ale, diet","7102","2022-10-28"
"2710557","survey_fndds_food","Soft drink, root beer","7202","2022-10-28"
"2710558","survey_fndds_food","Soft drink, root beer, diet","7102","2022-10-28"
"2710559","survey_fndds_food","Soft drink, chocolate flavored","7202","2022-10-28"
"2710560","survey_fndds_food","Soft drink, chocolate flavored, diet","7102","2022-10-28"
"2710561","survey_fndds_food","Soft drink, cola, fruit or vanilla flavored","7202","2022-10-28"
"2710562","survey_fndds_food","Soft drink, cola, chocolate flavored","7202","2022-10-28"
"2710563","survey_fndds_food","Soft drink, cola, fruit or vanilla flavored, diet","7102","2022-10-28"
"2710564","survey_fndds_food","Soft drink, cola, chocolate flavored, diet","7102","2022-10-28"
"2710565","survey_fndds_food","Fruit juice drink, citrus, carbonated","7204","2022-10-28"
"2710566","survey_fndds_food","Fruit juice drink, noncitrus, carbonated","7204","2022-10-28"
"2710567","survey_fndds_food","Fruit juice drink","7204","2022-10-28"
"2710568","survey_fndds_food","Tamarind drink","7204","2022-10-28"
"2710569","survey_fndds_food","Fruit punch, made with fruit juice and soda","7204","2022-10-28"
